,Date,Open,High,Low,Close,Adj Close,Volume,Tweet Vol,Sentiment
0,2020-11-02,189.009995,192.705002,185.050003,187.759995,187.759995,14386000,9321,0.12179228490997698
1,2020-11-03,177.940002,188.75,174.809998,179.809998,179.809998,31656000,9200,0.11745688974443441
2,2020-11-04,186.759995,195.0,184.110001,194.28999299999998,194.28999299999998,16107000,7546,0.12476364760092765
3,2020-11-05,202.300003,204.919998,199.369995,204.559998,204.559998,15188500,8576,0.12217629678228058
4,2020-11-06,204.600006,204.919998,198.550003,202.729996,202.729996,8075100,8038,0.09083500804713286
5,2020-11-09,195.740005,196.070007,184.440002,184.720001,184.720001,18986400,9194,0.0934699450136458
6,2020-11-10,184.979996,186.71000700000002,178.600006,183.360001,183.360001,13144300,9854,0.07289562276344588
7,2020-11-11,187.498001,193.100006,186.399994,192.33999599999999,192.33999599999999,9151700,9167,0.10462022701405617
8,2020-11-12,193.949997,194.899994,188.429993,189.100006,189.100006,7096100,12217,0.09766303303227392
9,2020-11-13,191.10699499999998,191.729996,186.850006,188.619995,188.619995,6017200,11246,0.09927830472033722
10,2020-11-16,185.190002,192.380005,183.53999299999998,191.940002,191.940002,10127800,8490,0.10571064688725558
11,2020-11-17,192.130005,194.630005,190.630005,192.300003,192.300003,6448800,8642,0.11724494111134577
12,2020-11-18,192.58999599999999,192.949997,189.53999299999998,190.119995,190.119995,8095400,8269,0.10609208676069451
13,2020-11-19,190.820007,192.75,189.570007,190.899994,190.899994,9391500,8578,0.09240113370134397
14,2020-11-20,192.470001,194.729996,190.96000700000002,192.669998,192.669998,11514100,8235,0.09969657689915357
15,2020-11-23,194.529999,202.16000400000001,193.919998,200.820007,200.820007,12020000,12295,0.10356937434908861
16,2020-11-24,204.0,207.078995,198.860001,206.0,206.0,14781600,10020,0.10868723893962676
17,2020-11-25,206.28999299999998,216.07000699999998,206.229996,214.460007,214.460007,13817500,9752,0.09640811073969735
18,2020-11-27,213.19999700000002,213.83999599999999,208.619995,211.38999900000002,211.38999900000002,5363200,9558,0.09938716884000874
19,2020-11-30,212.50999500000003,215.830002,207.08999599999999,214.11999500000002,214.11999500000002,12976100,9183,0.09883914462493919
20,2020-12-01,217.149994,220.57000699999998,214.33999599999999,216.539993,216.539993,10147000,10147,0.10761251435565172
21,2020-12-02,215.600006,215.75,210.5,212.559998,212.559998,7537400,9299,0.11803716759238203
22,2020-12-03,213.330002,216.92999300000002,213.11000099999998,214.539993,214.539993,7645200,9929,0.11080599375104225
23,2020-12-04,214.88000499999998,218.55299399999998,213.00999500000003,217.770004,217.770004,6214600,8752,0.1097342071982362
24,2020-12-07,217.38999900000002,219.32000699999998,216.309998,217.92999300000002,217.92999300000002,5363400,8117,0.10172440864972966
25,2020-12-08,216.32499700000002,218.72000099999997,215.57000699999998,216.940002,216.940002,5419600,8397,0.10238746704952888
26,2020-12-09,217.0,218.940002,209.25,210.80000299999998,210.80000299999998,7807500,9423,0.10764134012990774
27,2020-12-10,208.360001,216.229996,206.649994,215.33999599999999,215.33999599999999,6556800,8466,0.1043033698119597
28,2020-12-11,213.38999900000002,215.0,210.419998,214.059998,214.059998,4283400,8443,0.11823545857066642
29,2020-12-14,215.94999700000002,223.16000400000001,215.0,220.789993,220.789993,9759400,9472,0.10586802310183065
30,2020-12-15,221.92999300000002,222.309998,217.11999500000002,221.600006,221.600006,6508100,8470,0.10564082330599472
31,2020-12-16,224.80000299999998,231.149994,224.61000099999998,230.19999700000002,230.19999700000002,10110000,8994,0.09876997685344238
32,2020-12-17,234.50999500000003,238.100006,232.399994,235.50999500000003,235.50999500000003,8914100,8811,0.0917021341309841
33,2020-12-18,236.66000400000001,237.169998,232.27999900000003,236.44999700000002,236.44999700000002,11534700,8299,0.10490705867063588
34,2020-12-21,232.61999500000002,239.751007,232.201004,237.72000099999997,237.72000099999997,8156000,11880,0.11300080409692798
35,2020-12-22,240.164993,243.67999300000002,238.08999599999999,243.49000499999997,243.49000499999997,6331700,8438,0.09313539623936659
36,2020-12-23,243.600006,244.25,238.330002,239.440002,239.440002,6421300,9979,0.10898075205606866
37,2020-12-24,240.36000099999998,242.11999500000002,238.08999599999999,238.63999900000002,238.63999900000002,3053800,9538,0.0726976187216351
38,2020-12-28,243.5,243.5,235.25,235.729996,235.729996,7079500,8088,0.08790806185393144
39,2020-12-29,236.0,236.25,229.67999300000002,231.02999900000003,231.02999900000003,8316100,8275,0.09667470279711356
40,2020-12-30,232.190002,233.83999599999999,230.020004,231.50999500000003,231.50999500000003,6017600,8714,0.07851016579727534
41,2020-12-31,232.0,234.690002,229.690002,234.19999700000002,234.19999700000002,5000900,5921,0.11311736925675178
