,Date,Open,High,Low,Close,Adj Close,Volume,Tweet Vol,Sentiment
0,2020-12-01,597.590027,597.849976,572.049988,584.76001,584.76001,40382800,14167,0.10558690963881888
1,2020-12-02,556.4400019999999,571.539978,541.210022,568.820007,568.820007,47775700,13707,0.10000165337535598
2,2020-12-03,590.02002,598.969971,582.429993,593.380005,593.380005,42552000,14487,0.10389813334499665
3,2020-12-04,591.01001,599.039978,585.5,599.039978,599.039978,29401300,12079,0.10457606905253394
4,2020-12-07,604.919983,648.789978,603.049988,641.76001,641.76001,56309700,17968,0.1084066582065286
5,2020-12-08,625.51001,651.280029,618.5,649.880005,649.880005,64265000,20215,0.10405071365794767
6,2020-12-09,653.6900019999999,654.320007,588.0,604.47998,604.47998,71291200,17986,0.09588041272476826
7,2020-12-10,574.369995,627.75,566.340027,627.070007,627.070007,67083200,15783,0.10655591996490739
8,2020-12-11,615.01001,624.0,596.799988,609.98999,609.98999,46475000,13446,0.1056706617628968
9,2020-12-14,619.0,642.75,610.200012,639.830017,639.830017,52040600,13504,0.10149224362369685
10,2020-12-15,643.280029,646.900024,623.799988,633.25,633.25,45223600,13811,0.1131405302906191
11,2020-12-16,628.22998,632.5,605.0,622.77002,622.77002,42095800,13498,0.10854854158129681
12,2020-12-17,628.1900019999999,658.820007,619.5,655.900024,655.900024,56270100,15496,0.10676736969976336
13,2020-12-18,668.900024,695.0,628.539978,695.0,695.0,222126200,30384,0.09773879104355043
14,2020-12-21,666.23999,668.5,646.070007,649.8599849999999,649.8599849999999,58045300,22119,0.12853830043208944
15,2020-12-22,648.0,649.880005,614.22998,640.340027,640.340027,51716000,21711,0.11266915959052536
16,2020-12-23,632.200012,651.5,622.570007,645.97998,645.97998,33173000,17441,0.10759319025428543
17,2020-12-24,642.98999,666.090027,641.0,661.77002,661.77002,22865600,11211,0.11172412183384299
18,2020-12-28,674.51001,681.400024,660.799988,663.6900019999999,663.6900019999999,32278600,19070,0.11016661377425763
19,2020-12-29,661.0,669.900024,655.0,665.98999,665.98999,22910800,18339,0.1083305611801704
20,2020-12-30,672.0,696.599976,668.3599849999999,694.780029,694.780029,42846000,18738,0.1135160311061992
21,2020-12-31,699.98999,718.719971,691.119995,705.669983,705.669983,49570900,16224,0.12372992350883709
