,Date,Open,High,Low,Close,Adj Close,Volume,Tweet Vol,Sentiment
0,2020-12-01,344.769989,354.100006,339.929993,341.190002,339.966858,3817700,632,0.10047491070446649
1,2020-12-02,341.769989,351.829987,341.5,347.559998,346.31402599999996,2864300,431,0.09808517830777101
2,2020-12-03,347.899994,352.769989,346.48999,348.679993,347.429993,4169200,340,0.10789055912769148
3,2020-12-04,346.0,351.47000099999997,345.75,349.890015,349.890015,3255100,462,0.13008592287542498
4,2020-12-07,348.72000099999997,349.890015,345.22000099999997,347.859985,347.859985,2999400,254,0.09801606262285396
5,2020-12-08,344.75,349.899994,344.079987,347.859985,347.859985,2471200,377,0.12652809555055905
6,2020-12-09,348.890015,349.410004,341.609985,344.410004,344.410004,2600400,306,0.1204879743564092
7,2020-12-10,345.160004,345.459991,339.26001,339.649994,339.649994,2896900,378,0.09745382188603093
8,2020-12-11,338.130005,338.880005,334.329987,337.070007,337.070007,3071700,476,0.11685510236291484
9,2020-12-14,340.02999900000003,343.230011,335.859985,336.130005,336.130005,2479000,308,0.09900552746187023
10,2020-12-15,339.140015,341.01001,337.040009,339.670013,339.670013,2616900,258,0.10883138923594346
11,2020-12-16,336.829987,341.660004,334.26001,339.339996,339.339996,2365600,284,0.0976879286556883
12,2020-12-17,339.809998,342.600006,337.309998,341.670013,341.670013,2525700,256,0.07739107382417931
13,2020-12-18,342.519989,342.609985,334.0,338.380005,338.380005,8742700,281,0.10780503021780985
14,2020-12-21,332.070007,336.950012,329.399994,336.079987,336.079987,2892700,238,0.09874461527035051
15,2020-12-22,335.160004,336.980011,333.47000099999997,335.01001,335.01001,2069700,282,0.09652088187128081
16,2020-12-23,336.48999,341.649994,336.02999900000003,337.589996,337.589996,2348100,317,0.1189230311982678
17,2020-12-24,336.440002,341.410004,336.440002,340.790009,340.790009,1360600,206,0.09191943708934004
18,2020-12-28,343.209991,347.790009,343.059998,345.950012,345.950012,2308200,411,0.10890316188907385
19,2020-12-29,347.98999,351.290009,345.0,347.350006,347.350006,2275700,320,0.07735612231644946
20,2020-12-30,347.079987,349.01001,344.47000099999997,344.98999,344.98999,1866000,477,0.035746448118860345
21,2020-12-31,345.040009,351.089996,344.049988,350.679993,350.679993,1969000,297,0.08836565207146016
