,Date,Open,High,Low,Close,Adj Close,Volume,Tweet Vol,Sentiment
0,2020-12-01,28.74,29.040001,28.67,28.690001000000002,28.512293,50307300,1623,0.07760442439484638
1,2020-12-02,28.690001000000002,29.18,28.530001000000002,29.059998999999998,28.880001,45257500,1252,0.05183835917646402
2,2020-12-03,28.940001000000002,29.1,28.629998999999998,28.91,28.91,54013700,1153,0.07910587469948775
3,2020-12-04,29.200001,29.43,29.0,29.290001,29.290001,66188200,1187,0.06904086684301863
4,2020-12-07,28.9,29.15,28.690001000000002,29.09,29.09,42197800,1355,0.04467869139013934
5,2020-12-08,28.860001,29.15,28.77,28.93,28.93,33869100,1247,0.04599285799953476
6,2020-12-09,29.25,29.25,28.75,28.799999,28.799999,54886300,1241,0.07017459084808997
7,2020-12-10,28.629998999999998,29.129998999999998,28.469998999999998,29.110001,29.110001,58859600,1234,0.07118369349756892
8,2020-12-11,28.68,28.75,28.299999,28.57,28.57,40538400,1092,0.06065735265891885
9,2020-12-14,28.92,28.959999,28.139999,28.219998999999998,28.219998999999998,40267100,1066,0.054347079947934716
10,2020-12-15,28.35,28.82,28.25,28.639999,28.639999,43717800,1467,0.0622947634913009
11,2020-12-16,28.799999,28.82,28.440001000000002,28.719998999999998,28.719998999999998,42463200,1337,0.05341764086176064
12,2020-12-17,28.709999,28.92,28.530001000000002,28.83,28.83,43182700,1250,0.0869573491745688
13,2020-12-18,28.889999,29.1,28.57,28.67,28.67,82817200,1334,0.06016011565501501
14,2020-12-21,29.1,29.99,28.73,29.74,29.74,93397400,1203,0.057115301399447566
15,2020-12-22,29.780001000000002,29.780001000000002,29.17,29.209999,29.209999,39054300,1079,0.05345684335721859
16,2020-12-23,29.389999,30.35,29.33,30.049999,30.049999,52537200,1285,0.036064065161177196
17,2020-12-24,30.27,30.27,29.74,29.959999,29.959999,22632300,720,0.05497838477843429
18,2020-12-28,30.23,30.549999,29.99,30.129998999999998,30.129998999999998,32861200,1205,0.0403829180056905
19,2020-12-29,30.17,30.25,29.93,30.01,30.01,33291900,1634,0.022503614412860178
20,2020-12-30,30.0,30.219998999999998,29.940001000000002,29.98,29.98,26370100,1854,0.04876511965068979
21,2020-12-31,30.01,30.389999,29.9,30.309998999999998,30.309998999999998,28696300,1235,0.034051347170624885
